question_id,origin,type,prompt,correct_answer,correct_answer_latin,correct_answer_german,distractors,concept_ids,source_relation_id,relation_type,direction,evidence_status,quiz_eligible,status,generation_rule,explanation
graph_rel_00237_r,anatomy_graph,multiple_choice,Which structure is a branch of deep artery of thigh?,lateral circumflex femoral artery,arteria circumflexa femoris lateralis,laterale Oberschenkelumgehungsarterie,anterior tibial artery; dorsalis pedis artery; popliteal artery,artery_lateral_circumflex_femoral; artery_deep_femoral,rel_00237,branch_of,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:branch_of:reverse,lateral circumflex femoral artery is a branch of deep artery of thigh.
graph_rel_00238_f,anatomy_graph,multiple_choice,fibular artery is a branch of which structure?,posterior tibial artery,arteria tibialis posterior,hintere Schienbeinarterie,dorsalis pedis artery; femoral artery; deep artery of thigh,artery_fibular; artery_posterior_tibial,rel_00238,branch_of,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:branch_of:forward,fibular artery is a branch of posterior tibial artery.
graph_rel_00238_r,anatomy_graph,multiple_choice,Which structure is a branch of posterior tibial artery?,fibular artery,arteria fibularis,Wadenbeinarterie,medial circumflex femoral artery; femoral artery; lateral circumflex femoral artery,artery_fibular; artery_posterior_tibial,rel_00238,branch_of,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:branch_of:reverse,fibular artery is a branch of posterior tibial artery.
graph_rel_00239_f,anatomy_graph,multiple_choice,dorsalis pedis artery is a branch of which structure?,anterior tibial artery,arteria tibialis anterior,vordere Schienbeinarterie,popliteal artery; fibular artery; deep artery of thigh,artery_dorsalis_pedis; artery_anterior_tibial,rel_00239,branch_of,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:branch_of:forward,dorsalis pedis artery is a branch of anterior tibial artery.
graph_rel_00239_r,anatomy_graph,multiple_choice,Which structure is a branch of anterior tibial artery?,dorsalis pedis artery,arteria dorsalis pedis,Fußrückenarterie,fibular artery; femoral artery; external iliac artery,artery_dorsalis_pedis; artery_anterior_tibial,rel_00239,branch_of,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:branch_of:reverse,dorsalis pedis artery is a branch of anterior tibial artery.
graph_rel_0024_f,anatomy_graph,multiple_choice,Into which structure does cephalic vein drain?,axillary vein,vena axillaris,Achselvene,subclavian vein; basilic vein; splenic vein,vein_cephalic; vein_axillary,rel_0024,drains_to,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:drains_to:forward,cephalic vein drains to axillary vein.
graph_rel_00240_f,anatomy_graph,multiple_choice,superior sagittal sinus is part of which structure?,dural venous sinuses,sinus durae matris,Hirnhautsinus,transverse sinus; straight sinus; sigmoid sinus,sinus_superior_sagittal; sinus_dural_venous,rel_00240,part_of,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:part_of:forward,superior sagittal sinus is part of dural venous sinuses.
graph_rel_00241_f,anatomy_graph,multiple_choice,inferior sagittal sinus is part of which structure?,dural venous sinuses,sinus durae matris,Hirnhautsinus,cavernous sinus; inferior petrosal sinus; superior sagittal sinus,sinus_inferior_sagittal; sinus_dural_venous,rel_00241,part_of,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:part_of:forward,inferior sagittal sinus is part of dural venous sinuses.
graph_rel_00242_f,anatomy_graph,multiple_choice,straight sinus is part of which structure?,dural venous sinuses,sinus durae matris,Hirnhautsinus,superior petrosal sinus; superior sagittal sinus; inferior petrosal sinus,sinus_straight; sinus_dural_venous,rel_00242,part_of,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:part_of:forward,straight sinus is part of dural venous sinuses.
graph_rel_00243_f,anatomy_graph,multiple_choice,transverse sinus is part of which structure?,dural venous sinuses,sinus durae matris,Hirnhautsinus,superior sagittal sinus; straight sinus; inferior petrosal sinus,sinus_transverse; sinus_dural_venous,rel_00243,part_of,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:part_of:forward,transverse sinus is part of dural venous sinuses.
graph_rel_00244_f,anatomy_graph,multiple_choice,sigmoid sinus is part of which structure?,dural venous sinuses,sinus durae matris,Hirnhautsinus,inferior petrosal sinus; cavernous sinus; transverse sinus,sinus_sigmoid; sinus_dural_venous,rel_00244,part_of,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:part_of:forward,sigmoid sinus is part of dural venous sinuses.
graph_rel_00245_f,anatomy_graph,multiple_choice,superior petrosal sinus is part of which structure?,dural venous sinuses,sinus durae matris,Hirnhautsinus,straight sinus; sigmoid sinus; cavernous sinus,sinus_superior_petrosal; sinus_dural_venous,rel_00245,part_of,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:part_of:forward,superior petrosal sinus is part of dural venous sinuses.
graph_rel_00246_f,anatomy_graph,multiple_choice,inferior petrosal sinus is part of which structure?,dural venous sinuses,sinus durae matris,Hirnhautsinus,straight sinus; sigmoid sinus; cavernous sinus,sinus_inferior_petrosal; sinus_dural_venous,rel_00246,part_of,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:part_of:forward,inferior petrosal sinus is part of dural venous sinuses.
graph_rel_00247_f,anatomy_graph,multiple_choice,phrenic nerve is a branch of which structure?,cervical plexus,plexus cervicalis,Halsgeflecht,brachial plexus; ansa cervicalis; pharyngeal plexus,nerve_phrenic; plexus_cervical,rel_00247,branch_of,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:branch_of:forward,phrenic nerve is a branch of cervical plexus.
graph_rel_00247_r,anatomy_graph,multiple_choice,Which structure is a branch of cervical plexus?,phrenic nerve,nervus phrenicus,Zwerchfellnerv,recurrent laryngeal nerve; superior laryngeal nerve; subcostal nerve,nerve_phrenic; plexus_cervical,rel_00247,branch_of,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:branch_of:reverse,phrenic nerve is a branch of cervical plexus.
graph_rel_0025_f,anatomy_graph,multiple_choice,Into which structure does basilic vein drain?,axillary vein,vena axillaris,Achselvene,subclavian vein; cephalic vein; external iliac vein,vein_basilic; vein_axillary,rel_0025,drains_to,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:drains_to:forward,basilic vein drains to axillary vein.
graph_rel_0026_f,anatomy_graph,multiple_choice,Into which structure does axillary vein drain?,subclavian vein,vena subclavia,Unterschlüsselbeinvene,internal jugular vein; brachiocephalic vein; cephalic vein,vein_axillary; vein_subclavian,rel_0026,drains_to,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:drains_to:forward,axillary vein drains to subclavian vein.
graph_rel_0027_f,anatomy_graph,multiple_choice,Into which structure does hepatic portal vein drain?,liver,hepar,Leber,small intestine; descending colon; pancreas,vein_portal; organ_liver,rel_0027,drains_to,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:drains_to:forward,hepatic portal vein drains to liver.
graph_rel_0028_f,anatomy_graph,multiple_choice,Into which structure does great saphenous vein drain?,femoral vein,vena femoralis,Oberschenkelvene,external iliac vein; popliteal vein; small saphenous vein,vein_great_saphenous; vein_femoral,rel_0028,drains_to,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:drains_to:forward,great saphenous vein drains to femoral vein.
graph_rel_0029_f,anatomy_graph,multiple_choice,Which artery supplies heart?,right coronary artery,arteria coronaria dextra,rechte Herzkranzarterie,superior mesenteric artery; anterior tibial artery; lateral circumflex femoral artery,organ_heart; artery_right_coronary,rel_0029,supplied_by,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:supplied_by:forward,heart is supplied by right coronary artery.
graph_rel_0029_r,anatomy_graph,multiple_choice,Which of these structures is supplied by right coronary artery?,heart,cor,Herz,oesophagus; lung; spleen,organ_heart; artery_right_coronary,rel_0029,supplied_by,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:supplied_by:reverse,heart is supplied by right coronary artery.
graph_rel_0030_f,anatomy_graph,multiple_choice,Which artery supplies heart?,left coronary artery,arteria coronaria sinistra,linke Herzkranzarterie,posterior communicating artery; posterior auricular artery; external carotid artery,organ_heart; artery_left_coronary,rel_0030,supplied_by,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:supplied_by:forward,heart is supplied by left coronary artery.
graph_rel_0030_r,anatomy_graph,multiple_choice,Which of these structures is supplied by left coronary artery?,heart,cor,Herz,oesophagus; lung; spleen,organ_heart; artery_left_coronary,rel_0030,supplied_by,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:supplied_by:reverse,heart is supplied by left coronary artery.
graph_rel_0031_f,anatomy_graph,multiple_choice,Which structure completes this anatomical relation: liver receives blood from ... ?,hepatic portal vein,vena portae hepatis,Pfortader,renal vein; inferior vena cava; inferior mesenteric vein,organ_liver; vein_portal,rel_0031,receives_blood_from,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:receives_blood_from:forward,liver receives blood from hepatic portal vein.
graph_rel_0032_f,anatomy_graph,typing,Into which structure does kidney drain?,ureter,ureter,Harnleiter,,organ_kidney; structure_ureter,rel_0032,drains_to,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:drains_to:forward,kidney drains to ureter.
graph_rel_0033_f,anatomy_graph,multiple_choice,Into which structure does ureter drain?,urinary bladder,vesica urinaria,Harnblase,large intestine; rectum; sigmoid colon,structure_ureter; organ_urinary_bladder,rel_0033,drains_to,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:drains_to:forward,ureter drains to urinary bladder.
graph_rel_0034_f,anatomy_graph,multiple_choice,Which structure completes this anatomical relation: trachea conducts air to ... ?,lung,pulmo,Lunge,heart; oesophagus; pharynx,structure_trachea; organ_lung,rel_0034,conducts_air_to,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:conducts_air_to:forward,trachea conducts air to lung.
graph_rel_0035_f,anatomy_graph,multiple_choice,Through which structure does optic nerve (CN II) pass?,optic canal,canalis opticus,Sehnervenkanal,carotid canal; hypoglossal canal; internal acoustic meatus,nerve_cn_ii; canal_optic,rel_0035,passes_through,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:passes_through:forward,optic nerve (CN II) passes through optic canal.
graph_rel_0035_r,anatomy_graph,multiple_choice,Which structure passes through optic canal?,optic nerve (CN II),nervus opticus,Sehnerv (II),olfactory nerve (CN I); oculomotor nerve (CN III); vestibulocochlear nerve (CN VIII),nerve_cn_ii; canal_optic,rel_0035,passes_through,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:passes_through:reverse,optic nerve (CN II) passes through optic canal.
graph_rel_0036_f,anatomy_graph,typing,Through which structure does oculomotor nerve (CN III) pass?,superior orbital fissure,fissura orbitalis superior,obere Augenhöhlenspalte,,nerve_cn_iii; fissure_superior_orbital,rel_0036,passes_through,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:passes_through:forward,oculomotor nerve (CN III) passes through superior orbital fissure.
graph_rel_0036_r,anatomy_graph,multiple_choice,Which structure passes through superior orbital fissure?,oculomotor nerve (CN III),nervus oculomotorius,Augenbewegungsnerv (III),accessory nerve (CN XI); trigeminal nerve (CN V); hypoglossal nerve (CN XII),nerve_cn_iii; fissure_superior_orbital,rel_0036,passes_through,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:passes_through:reverse,oculomotor nerve (CN III) passes through superior orbital fissure.
graph_rel_0037_f,anatomy_graph,typing,Through which structure does trochlear nerve (CN IV) pass?,superior orbital fissure,fissura orbitalis superior,obere Augenhöhlenspalte,,nerve_cn_iv; fissure_superior_orbital,rel_0037,passes_through,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:passes_through:forward,trochlear nerve (CN IV) passes through superior orbital fissure.
graph_rel_0037_r,anatomy_graph,multiple_choice,Which structure passes through superior orbital fissure?,trochlear nerve (CN IV),nervus trochlearis,Rollnerv (IV),olfactory nerve (CN I); vagus nerve (CN X); vestibulocochlear nerve (CN VIII),nerve_cn_iv; fissure_superior_orbital,rel_0037,passes_through,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:passes_through:reverse,trochlear nerve (CN IV) passes through superior orbital fissure.
graph_rel_0038_f,anatomy_graph,multiple_choice,Through which structure does maxillary nerve (V2) pass?,foramen rotundum,foramen rotundum,rundes Loch,foramen lacerum; foramen ovale; foramen spinosum,nerve_maxillary_v2; foramen_rotundum,rel_0038,passes_through,forward,source_backed_web,true,generated_from_source_backed_fact,relation:passes_through:forward,maxillary nerve (V2) passes through foramen rotundum. V2 passes through foramen rotundum.
graph_rel_0038_r,anatomy_graph,multiple_choice,Which structure passes through foramen rotundum?,maxillary nerve (V2),nervus maxillaris (V2),Nervus maxillaris (V2),mandibular nerve (V3); ophthalmic nerve (V1); posterior auricular nerve,nerve_maxillary_v2; foramen_rotundum,rel_0038,passes_through,reverse,source_backed_web,true,generated_from_source_backed_fact,relation:passes_through:reverse,maxillary nerve (V2) passes through foramen rotundum. V2 passes through foramen rotundum.
graph_rel_0039_f,anatomy_graph,multiple_choice,Through which structure does mandibular nerve (V3) pass?,foramen ovale,foramen ovale,ovales Loch,stylomastoid foramen; foramen magnum; foramen spinosum,nerve_mandibular_v3; foramen_ovale,rel_0039,passes_through,forward,source_backed_web,true,generated_from_source_backed_fact,relation:passes_through:forward,mandibular nerve (V3) passes through foramen ovale. V3 passes through foramen ovale.
graph_rel_0039_r,anatomy_graph,multiple_choice,Which structure passes through foramen ovale?,mandibular nerve (V3),nervus mandibularis (V3),Nervus mandibularis (V3),maxillary nerve (V2); ophthalmic nerve (V1); posterior auricular nerve,nerve_mandibular_v3; foramen_ovale,rel_0039,passes_through,reverse,source_backed_web,true,generated_from_source_backed_fact,relation:passes_through:reverse,mandibular nerve (V3) passes through foramen ovale. V3 passes through foramen ovale.
graph_rel_0040_f,anatomy_graph,typing,Through which structure does abducens nerve (CN VI) pass?,superior orbital fissure,fissura orbitalis superior,obere Augenhöhlenspalte,,nerve_cn_vi; fissure_superior_orbital,rel_0040,passes_through,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:passes_through:forward,abducens nerve (CN VI) passes through superior orbital fissure.
graph_rel_0040_r,anatomy_graph,multiple_choice,Which structure passes through superior orbital fissure?,abducens nerve (CN VI),nervus abducens,Abziehnerv (VI),vagus nerve (CN X); accessory nerve (CN XI); glossopharyngeal nerve (CN IX),nerve_cn_vi; fissure_superior_orbital,rel_0040,passes_through,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:passes_through:reverse,abducens nerve (CN VI) passes through superior orbital fissure.
graph_rel_0041_f,anatomy_graph,multiple_choice,Through which structure does glossopharyngeal nerve (CN IX) pass?,jugular foramen,foramen jugulare,Drosselloch,stylomastoid foramen; foramen lacerum; foramen spinosum,nerve_cn_ix; foramen_jugular,rel_0041,passes_through,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:passes_through:forward,glossopharyngeal nerve (CN IX) passes through jugular foramen.
graph_rel_0041_r,anatomy_graph,multiple_choice,Which structure passes through jugular foramen?,glossopharyngeal nerve (CN IX),nervus glossopharyngeus,Zungen-Rachen-Nerv (IX),abducens nerve (CN VI); trigeminal nerve (CN V); trochlear nerve (CN IV),nerve_cn_ix; foramen_jugular,rel_0041,passes_through,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:passes_through:reverse,glossopharyngeal nerve (CN IX) passes through jugular foramen.
graph_rel_0042_f,anatomy_graph,multiple_choice,Through which structure does vagus nerve (CN X) pass?,jugular foramen,foramen jugulare,Drosselloch,foramen magnum; stylomastoid foramen; foramen ovale,nerve_cn_x; foramen_jugular,rel_0042,passes_through,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:passes_through:forward,vagus nerve (CN X) passes through jugular foramen.
graph_rel_0042_r,anatomy_graph,multiple_choice,Which structure passes through jugular foramen?,vagus nerve (CN X),nervus vagus,Vagusnerv (X),trochlear nerve (CN IV); trigeminal nerve (CN V); olfactory nerve (CN I),nerve_cn_x; foramen_jugular,rel_0042,passes_through,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:passes_through:reverse,vagus nerve (CN X) passes through jugular foramen.
graph_rel_0043_f,anatomy_graph,multiple_choice,Through which structure does accessory nerve (CN XI) pass?,jugular foramen,foramen jugulare,Drosselloch,foramen ovale; foramen spinosum; foramen lacerum,nerve_cn_xi; foramen_jugular,rel_0043,passes_through,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:passes_through:forward,accessory nerve (CN XI) passes through jugular foramen.
graph_rel_0043_r,anatomy_graph,multiple_choice,Which structure passes through jugular foramen?,accessory nerve (CN XI),nervus accessorius,Zusatznerv (XI),abducens nerve (CN VI); facial nerve (CN VII); hypoglossal nerve (CN XII),nerve_cn_xi; foramen_jugular,rel_0043,passes_through,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:passes_through:reverse,accessory nerve (CN XI) passes through jugular foramen.
graph_rel_0044_f,anatomy_graph,multiple_choice,Through which structure does hypoglossal nerve (CN XII) pass?,hypoglossal canal,canalis nervi hypoglossi,Hypoglossuskanal,carotid canal; optic canal; internal acoustic meatus,nerve_cn_xii; canal_hypoglossal,rel_0044,passes_through,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:passes_through:forward,hypoglossal nerve (CN XII) passes through hypoglossal canal.
graph_rel_0044_r,anatomy_graph,multiple_choice,Which structure passes through hypoglossal canal?,hypoglossal nerve (CN XII),nervus hypoglossus,Unterzungennerv (XII),optic nerve (CN II); vagus nerve (CN X); facial nerve (CN VII),nerve_cn_xii; canal_hypoglossal,rel_0044,passes_through,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:passes_through:reverse,hypoglossal nerve (CN XII) passes through hypoglossal canal.
graph_rel_0045_f,anatomy_graph,multiple_choice,Which joint includes occipital bone as a structural component?,atlanto-occipital joint,articulatio atlantooccipitalis,oberes Kopfgelenk,atlanto-axial joint; shoulder joint; knee joint,bone_occipital; joint_atlanto_occipital,rel_0045,forms_part_of_joint,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:forms_part_of_joint:forward,occipital bone forms part of atlanto-occipital joint.
graph_rel_0045_r,anatomy_graph,multiple_choice,Which structure forms part of atlanto-occipital joint?,occipital bone,os occipitale,Hinterhauptbein,temporal bone; maxilla; ethmoid bone,bone_occipital; joint_atlanto_occipital,rel_0045,forms_part_of_joint,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:forms_part_of_joint:reverse,occipital bone forms part of atlanto-occipital joint.
graph_rel_0046_f,anatomy_graph,multiple_choice,Which joint includes vertebral column as a structural component?,atlanto-occipital joint,articulatio atlantooccipitalis,oberes Kopfgelenk,atlanto-axial joint; knee joint; pubic symphysis,bone_vertebral_column; joint_atlanto_occipital,rel_0046,forms_part_of_joint,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:forms_part_of_joint:forward,vertebral column forms part of atlanto-occipital joint.
graph_rel_0046_r,anatomy_graph,multiple_choice,Which structure forms part of atlanto-occipital joint?,vertebral column,columna vertebralis,Wirbelsäule,fibula; clavicle; hip bone,bone_vertebral_column; joint_atlanto_occipital,rel_0046,forms_part_of_joint,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:forms_part_of_joint:reverse,vertebral column forms part of atlanto-occipital joint.
graph_rel_0047_f,anatomy_graph,multiple_choice,Which joint includes humerus as a structural component?,shoulder joint,articulatio glenohumeralis,Schultergelenk,wrist joint; pubic symphysis; atlanto-axial joint,bone_humerus; joint_shoulder,rel_0047,forms_part_of_joint,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:forms_part_of_joint:forward,humerus forms part of shoulder joint.
graph_rel_0047_r,anatomy_graph,multiple_choice,Which structure forms part of shoulder joint?,humerus,humerus,Oberarmknochen,clavicle; ulna; radius,bone_humerus; joint_shoulder,rel_0047,forms_part_of_joint,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:forms_part_of_joint:reverse,humerus forms part of shoulder joint.
graph_rel_0048_f,anatomy_graph,multiple_choice,Which joint includes scapula as a structural component?,shoulder joint,articulatio glenohumeralis,Schultergelenk,wrist joint; elbow joint; ankle joint,bone_scapula; joint_shoulder,rel_0048,forms_part_of_joint,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:forms_part_of_joint:forward,scapula forms part of shoulder joint.
graph_rel_0048_r,anatomy_graph,multiple_choice,Which structure forms part of shoulder joint?,scapula,scapula,Schulterblatt,ulna; clavicle; radius,bone_scapula; joint_shoulder,rel_0048,forms_part_of_joint,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:forms_part_of_joint:reverse,scapula forms part of shoulder joint.
graph_rel_0049_f,anatomy_graph,multiple_choice,Which joint includes humerus as a structural component?,elbow joint,articulatio cubiti,Ellenbogengelenk,wrist joint; knee joint; hip joint,bone_humerus; joint_elbow,rel_0049,forms_part_of_joint,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:forms_part_of_joint:forward,humerus forms part of elbow joint.
graph_rel_0049_r,anatomy_graph,multiple_choice,Which structure forms part of elbow joint?,humerus,humerus,Oberarmknochen,scapula; clavicle; hamate bone,bone_humerus; joint_elbow,rel_0049,forms_part_of_joint,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:forms_part_of_joint:reverse,humerus forms part of elbow joint.
graph_rel_0050_f,anatomy_graph,multiple_choice,Which joint includes ulna as a structural component?,elbow joint,articulatio cubiti,Ellenbogengelenk,wrist joint; shoulder joint; sacroiliac joint,bone_ulna; joint_elbow,rel_0050,forms_part_of_joint,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:forms_part_of_joint:forward,ulna forms part of elbow joint.
graph_rel_0050_r,anatomy_graph,multiple_choice,Which structure forms part of elbow joint?,ulna,ulna,Elle,clavicle; scapula; trapezoid,bone_ulna; joint_elbow,rel_0050,forms_part_of_joint,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:forms_part_of_joint:reverse,ulna forms part of elbow joint.
graph_rel_0051_f,anatomy_graph,multiple_choice,Which joint includes radius as a structural component?,elbow joint,articulatio cubiti,Ellenbogengelenk,shoulder joint; temporomandibular joint; knee joint,bone_radius; joint_elbow,rel_0051,forms_part_of_joint,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:forms_part_of_joint:forward,radius forms part of elbow joint.
graph_rel_0051_r,anatomy_graph,multiple_choice,Which structure forms part of elbow joint?,radius,radius,Speiche,scapula; clavicle; capitate bone,bone_radius; joint_elbow,rel_0051,forms_part_of_joint,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:forms_part_of_joint:reverse,radius forms part of elbow joint.
graph_rel_0052_f,anatomy_graph,multiple_choice,Which joint includes femur as a structural component?,hip joint,articulatio coxae,Hüftgelenk,ankle joint; shoulder joint; wrist joint,bone_femur; joint_hip,rel_0052,forms_part_of_joint,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:forms_part_of_joint:forward,femur forms part of hip joint.
graph_rel_0052_r,anatomy_graph,multiple_choice,Which structure forms part of hip joint?,femur,femur,Oberschenkelknochen,fibula; tibia; patella,bone_femur; joint_hip,rel_0052,forms_part_of_joint,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:forms_part_of_joint:reverse,femur forms part of hip joint.
graph_rel_0053_f,anatomy_graph,multiple_choice,Which joint includes hip bone as a structural component?,hip joint,articulatio coxae,Hüftgelenk,ankle joint; knee joint; temporomandibular joint,bone_hip; joint_hip,rel_0053,forms_part_of_joint,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:forms_part_of_joint:forward,hip bone forms part of hip joint.
graph_rel_0053_r,anatomy_graph,multiple_choice,Which structure forms part of hip joint?,hip bone,os coxae,Hüftbein,coccyx; sacrum; occipital bone,bone_hip; joint_hip,rel_0053,forms_part_of_joint,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:forms_part_of_joint:reverse,hip bone forms part of hip joint.
graph_rel_0054_f,anatomy_graph,multiple_choice,Which joint includes femur as a structural component?,knee joint,articulatio genus,Kniegelenk,ankle joint; elbow joint; sacroiliac joint,bone_femur; joint_knee,rel_0054,forms_part_of_joint,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:forms_part_of_joint:forward,femur forms part of knee joint.
graph_rel_0054_r,anatomy_graph,multiple_choice,Which structure forms part of knee joint?,femur,femur,Oberschenkelknochen,fibula; talus; navicular bone,bone_femur; joint_knee,rel_0054,forms_part_of_joint,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:forms_part_of_joint:reverse,femur forms part of knee joint.
graph_rel_0055_f,anatomy_graph,multiple_choice,Which joint includes tibia as a structural component?,knee joint,articulatio genus,Kniegelenk,hip joint; temporomandibular joint; atlanto-axial joint,bone_tibia; joint_knee,rel_0055,forms_part_of_joint,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:forms_part_of_joint:forward,tibia forms part of knee joint.
graph_rel_0055_r,anatomy_graph,multiple_choice,Which structure forms part of knee joint?,tibia,tibia,Schienbein,fibula; cuboid bone; talus,bone_tibia; joint_knee,rel_0055,forms_part_of_joint,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:forms_part_of_joint:reverse,tibia forms part of knee joint.
graph_rel_0056_f,anatomy_graph,multiple_choice,Which joint includes patella as a structural component?,knee joint,articulatio genus,Kniegelenk,hip joint; ankle joint; atlanto-occipital joint,bone_patella; joint_knee,rel_0056,forms_part_of_joint,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:forms_part_of_joint:forward,patella forms part of knee joint.
graph_rel_0056_r,anatomy_graph,multiple_choice,Which structure forms part of knee joint?,patella,patella,Kniescheibe,fibula; cuboid bone; talus,bone_patella; joint_knee,rel_0056,forms_part_of_joint,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:forms_part_of_joint:reverse,patella forms part of knee joint.
graph_rel_deep_v23_0055_f,anatomy_graph,multiple_choice,Which structure articulates with frontal bone?,parietal bone,os parietale,Scheitelbein,maxilla; occipital bone; palatine bone,bone_frontal; bone_parietal,rel_deep_v23_0055,articulates_with,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:forward,frontal bone articulates with parietal bone.
graph_rel_deep_v23_0055_r,anatomy_graph,multiple_choice,Which structure articulates with parietal bone?,frontal bone,os frontale,Stirnbein,mandible; temporal bone; sphenoid bone,bone_frontal; bone_parietal,rel_deep_v23_0055,articulates_with,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:reverse,frontal bone articulates with parietal bone.
graph_rel_deep_v23_0056_f,anatomy_graph,multiple_choice,Which structure articulates with frontal bone?,sphenoid bone,os sphenoidale,Keilbein,temporal bone; mandible; maxilla,bone_frontal; bone_sphenoid,rel_deep_v23_0056,articulates_with,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:forward,frontal bone articulates with sphenoid bone.
graph_rel_deep_v23_0056_r,anatomy_graph,multiple_choice,Which structure articulates with sphenoid bone?,frontal bone,os frontale,Stirnbein,mandible; palatine bone; occipital bone,bone_frontal; bone_sphenoid,rel_deep_v23_0056,articulates_with,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:reverse,frontal bone articulates with sphenoid bone.
graph_rel_deep_v23_0057_f,anatomy_graph,multiple_choice,Which structure articulates with frontal bone?,ethmoid bone,os ethmoidale,Siebbein,maxilla; temporal bone; occipital bone,bone_frontal; bone_ethmoid,rel_deep_v23_0057,articulates_with,forward,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:forward,frontal bone articulates with ethmoid bone.
graph_rel_deep_v23_0057_r,anatomy_graph,multiple_choice,Which structure articulates with ethmoid bone?,frontal bone,os frontale,Stirnbein,maxilla; occipital bone; palatine bone,bone_frontal; bone_ethmoid,rel_deep_v23_0057,articulates_with,reverse,seed_needs_review,false,generated_from_graph_needs_review,relation:articulates_with:reverse,frontal bone articulates with ethmoid bone.
