id,type,english,latin,german,region,system,parent_id,course_tags,key_features,clinical_notes,details_json,muscle_categories,muscle_parts,muscle_origin,muscle_insertion,muscle_innervation,muscle_blood_supply,muscle_actions,oral_exam_prompts,common_confusions,review_status
artery_deep_femoral,artery,deep artery of thigh,arteria profunda femoris,tiefe Oberschenkelarterie,lower limb; thigh,cardiovascular,artery_femoral,anat1_week_07; anat2_week_04; anat2_week_10,major supply of thigh,Deep artery of thigh is clinically relevant for regional blood supply and vascular lesions.,"{""origin_or_parent"":""artery_femoral"",""branches"":[""medial circumflex femoral artery"",""lateral circumflex femoral artery"",""perforating arteries""]}",,,,,,,,,,seed_needs_review
artery_medial_circumflex_femoral,artery,medial circumflex femoral artery,arteria circumflexa femoris medialis,mediale Oberschenkelumgehungsarterie,lower limb; hip,cardiovascular,artery_deep_femoral,anat1_week_07; anat2_week_04; anat2_week_10,important supply to femoral head via retinacular branches,Medial circumflex femoral artery is clinically relevant for regional blood supply and vascular lesions.,"{""origin_or_parent"":""artery_deep_femoral"",""branches"":[]}",,,,,,,,,,seed_needs_review
artery_lateral_circumflex_femoral,artery,lateral circumflex femoral artery,arteria circumflexa femoris lateralis,laterale Oberschenkelumgehungsarterie,lower limb; thigh,cardiovascular,artery_deep_femoral,anat1_week_07; anat2_week_04; anat2_week_10,supplies lateral thigh and hip region,Lateral circumflex femoral artery is clinically relevant for regional blood supply and vascular lesions.,"{""origin_or_parent"":""artery_deep_femoral"",""branches"":[]}",,,,,,,,,,seed_needs_review
artery_fibular,artery,fibular artery,arteria fibularis,Wadenbeinarterie,lower limb; leg,cardiovascular,artery_posterior_tibial,anat1_week_07; anat2_week_04; anat2_week_10,supplies lateral/posterior leg compartments,Fibular artery is clinically relevant for regional blood supply and vascular lesions.,"{""origin_or_parent"":""artery_posterior_tibial"",""branches"":[]}",,,,,,,,,,seed_needs_review
artery_dorsalis_pedis,artery,dorsalis pedis artery,arteria dorsalis pedis,Fußrückenarterie,lower limb; foot,cardiovascular,artery_anterior_tibial,anat1_week_07; anat2_week_04; anat2_week_10,continuation of anterior tibial artery on dorsum of foot,Dorsalis pedis artery is clinically relevant for regional blood supply and vascular lesions.,"{""origin_or_parent"":""artery_anterior_tibial"",""branches"":[]}",,,,,,,,,,seed_needs_review
vein_azygos,vein,azygos vein,vena azygos,Azygosvene,thorax,cardiovascular,,anat1_week_07; anat2_week_02,drains posterior thoracic wall and connects caval systems,Azygos vein is relevant to venous drainage and thrombosis/obstruction patterns.,"{""drains_to"":""vein_superior_vena_cava""}",,,,,,,,,,seed_needs_review
vein_hemiazygos,vein,hemiazygos vein,vena hemiazygos,Hemiazygosvene,thorax,cardiovascular,,anat1_week_07; anat2_week_02,left-sided tributary of azygos system,Hemiazygos vein is relevant to venous drainage and thrombosis/obstruction patterns.,"{""drains_to"":""vein_azygos""}",,,,,,,,,,seed_needs_review
vein_accessory_hemiazygos,vein,accessory hemiazygos vein,vena hemiazygos accessoria,akzessorische Hemiazygosvene,thorax,cardiovascular,,anat1_week_07; anat2_week_02,drains upper left posterior intercostal veins,Accessory hemiazygos vein is relevant to venous drainage and thrombosis/obstruction patterns.,"{""drains_to"":""vein_azygos""}",,,,,,,,,,seed_needs_review
vein_renal,vein,renal vein,vena renalis,Nierenvene,abdomen; kidney,cardiovascular,,anat1_week_07; anat2_week_02,drains kidney to inferior vena cava,Renal vein is relevant to venous drainage and thrombosis/obstruction patterns.,"{""drains_to"":""vein_inferior_vena_cava""}",,,,,,,,,,seed_needs_review
vein_hepatic,vein,hepatic veins,venae hepaticae,Lebervenen,abdomen; liver,cardiovascular,,anat1_week_07; anat2_week_02,drain liver sinusoids into IVC,Hepatic veins is relevant to venous drainage and thrombosis/obstruction patterns.,"{""drains_to"":""vein_inferior_vena_cava""}",,,,,,,,,,seed_needs_review
vein_splenic,vein,splenic vein,vena splenica,Milzvene,abdomen; spleen; pancreas,cardiovascular,,anat1_week_07; anat2_week_02,joins superior mesenteric vein to form portal vein,Splenic vein is relevant to venous drainage and thrombosis/obstruction patterns.,"{""drains_to"":""vein_portal""}",,,,,,,,,,seed_needs_review
vein_superior_mesenteric,vein,superior mesenteric vein,vena mesenterica superior,obere Mesenterialvene,abdomen,cardiovascular,,anat1_week_07; anat2_week_02,drains midgut territory,Superior mesenteric vein is relevant to venous drainage and thrombosis/obstruction patterns.,"{""drains_to"":""vein_portal""}",,,,,,,,,,seed_needs_review
vein_inferior_mesenteric,vein,inferior mesenteric vein,vena mesenterica inferior,untere Mesenterialvene,abdomen,cardiovascular,,anat1_week_07; anat2_week_02,"drains hindgut territory, commonly to splenic vein",Inferior mesenteric vein is relevant to venous drainage and thrombosis/obstruction patterns.,"{""drains_to"":""vein_splenic""}",,,,,,,,,,seed_needs_review
vein_external_iliac,vein,external iliac vein,vena iliaca externa,äußere Darmbeinvene,pelvis; lower limb,cardiovascular,,anat1_week_07; anat2_week_02,continuation of femoral vein,External iliac vein is relevant to venous drainage and thrombosis/obstruction patterns.,"{""drains_to"":""vein_common_iliac""}",,,,,,,,,,seed_needs_review
vein_internal_iliac,vein,internal iliac vein,vena iliaca interna,innere Darmbeinvene,pelvis,cardiovascular,,anat1_week_07; anat2_week_02,drains pelvic viscera and walls,Internal iliac vein is relevant to venous drainage and thrombosis/obstruction patterns.,"{""drains_to"":""vein_common_iliac""}",,,,,,,,,,seed_needs_review
vein_common_iliac,vein,common iliac vein,vena iliaca communis,gemeinsame Darmbeinvene,pelvis,cardiovascular,,anat1_week_07; anat2_week_02,formed by internal and external iliac veins,Common iliac vein is relevant to venous drainage and thrombosis/obstruction patterns.,"{""drains_to"":""vein_inferior_vena_cava""}",,,,,,,,,,seed_needs_review
vein_small_saphenous,vein,small saphenous vein,vena saphena parva,kleine Rosenvene,lower limb,cardiovascular,,anat1_week_07; anat2_week_02,superficial vein of posterior leg,Small saphenous vein is relevant to venous drainage and thrombosis/obstruction patterns.,"{""drains_to"":""vein_popliteal""}",,,,,,,,,,seed_needs_review
vein_popliteal,vein,popliteal vein,vena poplitea,Kniekehlenvene,lower limb; knee,cardiovascular,,anat1_week_07; anat2_week_02,deep vein behind knee,Popliteal vein is relevant to venous drainage and thrombosis/obstruction patterns.,"{""drains_to"":""vein_femoral""}",,,,,,,,,,seed_needs_review
sinus_superior_sagittal,venous_sinus,superior sagittal sinus,sinus sagittalis superior,oberer Sagittalsinus,cranial cavity,cardiovascular; nervous,sinus_dural_venous,anat2_week_10,runs in superior margin of falx cerebri,"Dural venous sinus thrombosis may produce headache, raised intracranial pressure or focal deficits.","{""drains_to"":""sinus_dural_venous""}",,,,,,,,,,seed_needs_review
sinus_inferior_sagittal,venous_sinus,inferior sagittal sinus,sinus sagittalis inferior,unterer Sagittalsinus,cranial cavity,cardiovascular; nervous,sinus_dural_venous,anat2_week_10,runs in inferior free margin of falx cerebri,"Dural venous sinus thrombosis may produce headache, raised intracranial pressure or focal deficits.","{""drains_to"":""sinus_straight""}",,,,,,,,,,seed_needs_review
sinus_straight,venous_sinus,straight sinus,sinus rectus,gerader Sinus,cranial cavity,cardiovascular; nervous,sinus_dural_venous,anat2_week_10,formed by inferior sagittal sinus and great cerebral vein,"Dural venous sinus thrombosis may produce headache, raised intracranial pressure or focal deficits.","{""drains_to"":""sinus_transverse""}",,,,,,,,,,seed_needs_review
sinus_transverse,venous_sinus,transverse sinus,sinus transversus,Quersinus,cranial cavity,cardiovascular; nervous,sinus_dural_venous,anat2_week_10,runs laterally from confluence of sinuses,"Dural venous sinus thrombosis may produce headache, raised intracranial pressure or focal deficits.","{""drains_to"":""sinus_sigmoid""}",,,,,,,,,,seed_needs_review
sinus_sigmoid,venous_sinus,sigmoid sinus,sinus sigmoideus,Sigmoidsinus,cranial cavity,cardiovascular; nervous,sinus_dural_venous,anat2_week_10,continues as internal jugular vein at jugular foramen,"Dural venous sinus thrombosis may produce headache, raised intracranial pressure or focal deficits.","{""drains_to"":""vein_internal_jugular""}",,,,,,,,,,seed_needs_review
sinus_superior_petrosal,venous_sinus,superior petrosal sinus,sinus petrosus superior,oberer Felsenbeinsinus,cranial cavity,cardiovascular; nervous,sinus_dural_venous,anat2_week_10,connects cavernous sinus to transverse/sigmoid region,"Dural venous sinus thrombosis may produce headache, raised intracranial pressure or focal deficits.","{""drains_to"":""sinus_transverse""}",,,,,,,,,,seed_needs_review
sinus_inferior_petrosal,venous_sinus,inferior petrosal sinus,sinus petrosus inferior,unterer Felsenbeinsinus,cranial cavity,cardiovascular; nervous,sinus_dural_venous,anat2_week_10,connects cavernous sinus to internal jugular vein,"Dural venous sinus thrombosis may produce headache, raised intracranial pressure or focal deficits.","{""drains_to"":""vein_internal_jugular""}",,,,,,,,,,seed_needs_review
nerve_long_thoracic,nerve,long thoracic nerve,nervus thoracicus longus,langer Brustnerv,upper limb; thoracic wall,nervous,plexus_brachial,anat1_week_07; anat2_week_03; anat2_week_06,"roots: C5, C6, C7",winged scapula after injury,"{""roots"":[""C5"",""C6"",""C7""],""motor_or_distribution"":[""serratus anterior""]}",,,,,,,,,,seed_needs_review
nerve_suprascapular,nerve,suprascapular nerve,nervus suprascapularis,Suprascapularisnerv,upper limb; shoulder,nervous,plexus_brachial,anat1_week_07; anat2_week_03; anat2_week_06,"roots: C5, C6",injury weakens shoulder abduction initiation and external rotation,"{""roots"":[""C5"",""C6""],""motor_or_distribution"":[""supraspinatus"",""infraspinatus""]}",,,,,,,,,,seed_needs_review
nerve_lateral_pectoral,nerve,lateral pectoral nerve,nervus pectoralis lateralis,lateraler Brustnerv,upper limb; pectoral region,nervous,plexus_brachial,anat1_week_07; anat2_week_03; anat2_week_06,"roots: C5, C6, C7",,"{""roots"":[""C5"",""C6"",""C7""],""motor_or_distribution"":[""pectoralis major""]}",,,,,,,,,,seed_needs_review
nerve_medial_pectoral,nerve,medial pectoral nerve,nervus pectoralis medialis,medialer Brustnerv,upper limb; pectoral region,nervous,plexus_brachial,anat1_week_07; anat2_week_03; anat2_week_06,"roots: C8, T1",,"{""roots"":[""C8"",""T1""],""motor_or_distribution"":[""pectoralis minor"",""pectoralis major""]}",,,,,,,,,,seed_needs_review
nerve_thoracodorsal,nerve,thoracodorsal nerve,nervus thoracodorsalis,Thoracodorsalisnerv,upper limb; back,nervous,plexus_brachial,anat1_week_07; anat2_week_03; anat2_week_06,"roots: C6, C7, C8","injury affects extension, adduction and medial rotation of arm","{""roots"":[""C6"",""C7"",""C8""],""motor_or_distribution"":[""latissimus dorsi""]}",,,,,,,,,,seed_needs_review
nerve_subscapular_upper,nerve,upper subscapular nerve,nervus subscapularis superior,oberer Subscapularisnerv,upper limb; scapular region,nervous,plexus_brachial,anat1_week_07; anat2_week_03; anat2_week_06,"roots: C5, C6",,"{""roots"":[""C5"",""C6""],""motor_or_distribution"":[""subscapularis""]}",,,,,,,,,,seed_needs_review
nerve_subscapular_lower,nerve,lower subscapular nerve,nervus subscapularis inferior,unterer Subscapularisnerv,upper limb; scapular region,nervous,plexus_brachial,anat1_week_07; anat2_week_03; anat2_week_06,"roots: C5, C6",,"{""roots"":[""C5"",""C6""],""motor_or_distribution"":[""subscapularis"",""teres major""]}",,,,,,,,,,seed_needs_review
nerve_lateral_femoral_cutaneous,nerve,lateral femoral cutaneous nerve,nervus cutaneus femoris lateralis,lateraler Oberschenkelhautnerv,lower limb; thigh,nervous,plexus_lumbar,anat1_week_07; anat2_week_03; anat2_week_06,"roots: L2, L3",compression causes meralgia paraesthetica,"{""roots"":[""L2"",""L3""],""motor_or_distribution"":[]}",,,,,,,,,,seed_needs_review
nerve_saphenous,nerve,saphenous nerve,nervus saphenus,Saphenusnerv,lower limb; leg,nervous,nerve_femoral,anat1_week_07; anat2_week_03; anat2_week_06,"roots: L3, L4",sensory nerve of medial leg and foot,"{""roots"":[""L3"",""L4""],""motor_or_distribution"":[]}",,,,,,,,,,seed_needs_review
nerve_superior_gluteal,nerve,superior gluteal nerve,nervus gluteus superior,oberer Gesäßnerv,lower limb; gluteal region,nervous,plexus_sacral,anat1_week_07; anat2_week_03; anat2_week_06,"roots: L4, L5, S1",lesion causes Trendelenburg gait,"{""roots"":[""L4"",""L5"",""S1""],""motor_or_distribution"":[""gluteus medius"",""gluteus minimus"",""tensor fasciae latae""]}",,,,,,,,,,seed_needs_review
nerve_inferior_gluteal,nerve,inferior gluteal nerve,nervus gluteus inferior,unterer Gesäßnerv,lower limb; gluteal region,nervous,plexus_sacral,anat1_week_07; anat2_week_03; anat2_week_06,"roots: L5, S1, S2",lesion weakens rising from chair or climbing stairs,"{""roots"":[""L5"",""S1"",""S2""],""motor_or_distribution"":[""gluteus maximus""]}",,,,,,,,,,seed_needs_review
nerve_pudendal,nerve,pudendal nerve,nervus pudendus,Pudendusnerv,pelvis; perineum,nervous,plexus_sacral,anat1_week_07; anat2_week_03; anat2_week_06,"roots: S2, S3, S4",pudendal nerve block is used in obstetrics and perineal procedures,"{""roots"":[""S2"",""S3"",""S4""],""motor_or_distribution"":[""external urethral sphincter"",""external anal sphincter"",""perineal muscles""]}",,,,,,,,,,seed_needs_review
nerve_phrenic,nerve,phrenic nerve,nervus phrenicus,Zwerchfellnerv,neck; thorax,nervous,plexus_cervical,anat1_week_07; anat2_week_03; anat2_week_06,"roots: C3, C4, C5",C3–C5 keeps the diaphragm alive,"{""roots"":[""C3"",""C4"",""C5""],""motor_or_distribution"":[""diaphragm""]}",,,,,,,,,,seed_needs_review
plexus_cervical,nerve_plexus,cervical plexus,plexus cervicalis,Halsgeflecht,neck,nervous,,anat1_week_07; anat2_week_03; anat2_week_06,"roots: C1, C2, C3, C4",supplies neck regions and contributes phrenic nerve,"{""roots"":[""C1"",""C2"",""C3"",""C4""],""motor_or_distribution"":[""cutaneous neck branches"",""ansa cervicalis"",""phrenic nerve""]}",,,,,,,,,,seed_needs_review
nerve_recurrent_laryngeal,nerve,recurrent laryngeal nerve,nervus laryngeus recurrens,rückläufiger Kehlkopfnerv,neck; thorax,nervous,nerve_cn_x,anat1_week_07; anat2_week_03; anat2_week_06,important named nervous structure,injury may cause hoarseness,"{""roots"":[],""motor_or_distribution"":[""intrinsic laryngeal muscles except cricothyroid""]}",,,,,,,,,,seed_needs_review
nerve_superior_laryngeal,nerve,superior laryngeal nerve,nervus laryngeus superior,oberer Kehlkopfnerv,neck,nervous,nerve_cn_x,anat1_week_07; anat2_week_03; anat2_week_06,important named nervous structure,external branch injury affects pitch control,"{""roots"":[],""motor_or_distribution"":[""cricothyroid via external branch"",""laryngeal mucosa sensation via internal branch""]}",,,,,,,,,,seed_needs_review
structure_sympathetic_trunk,autonomic_structure,sympathetic trunk,truncus sympathicus,Grenzstrang,neck; thorax; abdomen; pelvis,nervous,,anat1_week_07; anat2_week_03; anat2_week_06,important named nervous structure,paired paravertebral chain of sympathetic ganglia,"{""roots"":[],""motor_or_distribution"":[]}",,,,,,,,,,seed_needs_review
structure_celiac_plexus,autonomic_structure,celiac plexus,plexus coeliacus,Plexus coeliacus,abdomen,nervous,,anat1_week_07; anat2_week_03; anat2_week_06,important named nervous structure,major autonomic plexus around celiac trunk,"{""roots"":[],""motor_or_distribution"":[]}",,,,,,,,,,seed_needs_review
structure_pelvic_splanchnic,autonomic_structure,pelvic splanchnic nerves,nervi splanchnici pelvici,Beckeneingeweidenerven,pelvis,nervous,,anat1_week_07; anat2_week_03; anat2_week_06,"roots: S2, S3, S4",parasympathetic supply to pelvic organs and distal hindgut,"{""roots"":[""S2"",""S3"",""S4""],""motor_or_distribution"":[]}",,,,,,,,,,seed_needs_review
foramen_cribriform_plate,foramen,foramina of cribriform plate,foramina laminae cribrosae,Siebbeinlöcher,skull; anterior cranial fossa,skeletal; nervous; cardiovascular,bone_ethmoid,anat1_week_03; anat2_week_04,transmit olfactory nerve filaments,Foramina of cribriform plate is high-yield because its contents are commonly tested.,"{""contents"":[""olfactory nerve filaments""]}",,,,,,,,List the contents of the foramina of cribriform plate.,,seed_needs_review
canal_carotid,canal,carotid canal,canalis caroticus,Karotiskanal,skull; cranial base,skeletal; nervous; cardiovascular,bone_temporal,anat1_week_03; anat2_week_04,transmits internal carotid artery into cranial cavity,Carotid canal is high-yield because its contents are commonly tested.,"{""contents"":[""internal carotid artery"",""carotid sympathetic plexus""]}",,,,,,,,List the contents of the carotid canal.,,seed_needs_review
meatus_internal_acoustic,canal,internal acoustic meatus,meatus acusticus internus,innerer Gehörgang,skull; posterior cranial fossa,skeletal; nervous; cardiovascular,bone_temporal,anat1_week_03; anat2_week_04,opening in petrous temporal bone,Internal acoustic meatus is high-yield because its contents are commonly tested.,"{""contents"":[""facial nerve"",""vestibulocochlear nerve"",""labyrinthine artery""]}",,,,,,,,List the contents of the internal acoustic meatus.,,seed_needs_review
foramen_stylomastoid,foramen,stylomastoid foramen,foramen stylomastoideum,Griffelfortsatz-Warzenfortsatz-Loch,skull; cranial base,skeletal; nervous; cardiovascular,bone_temporal,anat1_week_03; anat2_week_04,exit of facial nerve from skull,Stylomastoid foramen is high-yield because its contents are commonly tested.,"{""contents"":[""facial nerve""]}",,,,,,,,List the contents of the stylomastoid foramen.,,seed_needs_review
foramen_lacerum,foramen,foramen lacerum,foramen lacerum,zerrissenes Loch,skull; cranial base,skeletal; nervous; cardiovascular,,anat1_week_03; anat2_week_04,filled with cartilage in life; internal carotid artery passes over superior aspect,Foramen lacerum is high-yield because its contents are commonly tested.,"{""contents"":[]}",,,,,,,,List the contents of the foramen lacerum.,,seed_needs_review
foramen_infraorbital,foramen,infraorbital foramen,foramen infraorbitale,Unteraugenhöhlenloch,skull; face,skeletal; nervous; cardiovascular,bone_maxilla,anat1_week_03; anat2_week_04,opening below orbit,Infraorbital foramen is high-yield because its contents are commonly tested.,"{""contents"":[""infraorbital nerve"",""infraorbital vessels""]}",,,,,,,,List the contents of the infraorbital foramen.,,seed_needs_review
foramen_mental,foramen,mental foramen,foramen mentale,Kinnloch,skull; mandible,skeletal; nervous; cardiovascular,bone_mandible,anat1_week_03; anat2_week_04,opening on anterior mandible,Mental foramen is high-yield because its contents are commonly tested.,"{""contents"":[""mental nerve"",""mental vessels""]}",,,,,,,,List the contents of the mental foramen.,,seed_needs_review
foramen_mandibular,foramen,mandibular foramen,foramen mandibulae,Unterkieferloch,skull; mandible,skeletal; nervous; cardiovascular,bone_mandible,anat1_week_03; anat2_week_04,opening on medial mandibular ramus,Mandibular foramen is high-yield because its contents are commonly tested.,"{""contents"":[""inferior alveolar nerve"",""inferior alveolar vessels""]}",,,,,,,,List the contents of the mandibular foramen.,,seed_needs_review
foramen_greater_palatine,foramen,greater palatine foramen,foramen palatinum majus,großes Gaumenloch,palate; skull,skeletal; nervous; cardiovascular,bone_palatine,anat1_week_03; anat2_week_04,opening on hard palate,Greater palatine foramen is high-yield because its contents are commonly tested.,"{""contents"":[""greater palatine nerve"",""greater palatine vessels""]}",,,,,,,,List the contents of the greater palatine foramen.,,seed_needs_review
foramen_lesser_palatine,foramen,lesser palatine foramina,foramina palatina minora,kleine Gaumenlöcher,palate; skull,skeletal; nervous; cardiovascular,bone_palatine,anat1_week_03; anat2_week_04,openings posterior to greater palatine foramen,Lesser palatine foramina is high-yield because its contents are commonly tested.,"{""contents"":[""lesser palatine nerves"",""lesser palatine vessels""]}",,,,,,,,List the contents of the lesser palatine foramina.,,seed_needs_review
fissure_pterygomaxillary,fissure,pterygomaxillary fissure,fissura pterygomaxillaris,Flügelkiefer-Spalte,skull; face,skeletal; nervous; cardiovascular,,anat1_week_03; anat2_week_04,connects infratemporal and pterygopalatine fossae,Pterygomaxillary fissure is high-yield because its contents are commonly tested.,"{""contents"":[""maxillary artery terminal part""]}",,,,,,,,List the contents of the pterygomaxillary fissure.,,seed_needs_review
space_cubital_fossa,space,cubital fossa,fossa cubitalis,Ellenbeuge,upper limb; elbow,skeletal; nervous; cardiovascular,,anat1_week_03; anat2_week_04,anterior elbow region,Cubital fossa is high-yield because its contents are commonly tested.,"{""contents"":[""brachial artery"",""median nerve"",""biceps tendon"",""radial nerve nearby""]}",,,,,,,,List the contents of the cubital fossa.,,seed_needs_review
space_femoral_triangle,space,femoral triangle,trigonum femorale,Schenkeldreieck,lower limb; thigh,skeletal; nervous; cardiovascular,,anat1_week_03; anat2_week_04,important anterior thigh triangle,Femoral triangle is high-yield because its contents are commonly tested.,"{""contents"":[""femoral nerve"",""femoral artery"",""femoral vein"",""lymphatics""]}",,,,,,,,List the contents of the femoral triangle.,,seed_needs_review
space_carpal_tunnel,space,carpal tunnel,canalis carpi,Karpaltunnel,upper limb; wrist,skeletal; nervous; cardiovascular,,anat1_week_03; anat2_week_04,osteofibrous tunnel at wrist,Carpal tunnel is high-yield because its contents are commonly tested.,"{""contents"":[""median nerve"",""flexor tendons""]}",,,,,,,,List the contents of the carpal tunnel.,,seed_needs_review
space_quadrangular,space,quadrangular space,spatium quadrangulare,viereckige Lücke,upper limb; shoulder,skeletal; nervous; cardiovascular,,anat1_week_03; anat2_week_04,posterior shoulder space,Quadrangular space is high-yield because its contents are commonly tested.,"{""contents"":[""axillary nerve"",""posterior circumflex humeral artery""]}",,,,,,,,List the contents of the quadrangular space.,,seed_needs_review
space_adductor_canal,space,adductor canal,canalis adductorius,Adduktorenkanal,lower limb; thigh,skeletal; nervous; cardiovascular,,anat1_week_03; anat2_week_04,passage in medial thigh,Adductor canal is high-yield because its contents are commonly tested.,"{""contents"":[""femoral artery"",""femoral vein"",""saphenous nerve""]}",,,,,,,,List the contents of the adductor canal.,,seed_needs_review
organ_tongue,organ,tongue,lingua,Zunge,oral cavity,digestive; sensory,,anat1_week_12,"muscular organ for taste, speech and swallowing",tongue deviation helps localize hypoglossal nerve lesions,"{""innervation"":[""hypoglossal nerve motor except palatoglossus"",""lingual nerve general sensation anterior 2/3"",""facial nerve taste anterior 2/3"",""glossopharyngeal nerve posterior 1/3""]}",,,,,,,,,,seed_needs_review
gland_parotid,salivary_gland,parotid gland,glandula parotidea,Ohrspeicheldrüse,face,digestive,,anat1_week_12,largest salivary gland; traversed by facial nerve branches,parotid surgery risks facial nerve injury,"{""duct"":""parotid duct"",""parasympathetic"":""glossopharyngeal nerve via otic ganglion""}",,,,,,,,,,seed_needs_review
gland_submandibular,salivary_gland,submandibular gland,glandula submandibularis,Unterkieferspeicheldrüse,oral cavity; neck,digestive,,anat1_week_12,salivary gland in submandibular triangle,submandibular duct stones are common,"{""duct"":""submandibular duct"",""parasympathetic"":""facial nerve via chorda tympani and submandibular ganglion""}",,,,,,,,,,seed_needs_review
gland_sublingual,salivary_gland,sublingual gland,glandula sublingualis,Unterzungenspeicheldrüse,oral cavity,digestive,,anat1_week_12,salivary gland in floor of mouth,,{},,,,,,,,,,seed_needs_review
organ_pharynx,organ,pharynx,pharynx,Rachen,head; neck,digestive; respiratory,,anat1_week_12,muscular tube shared by respiratory and digestive systems,pharyngeal muscles are mainly supplied by vagus nerve,"{""parts"":[""nasopharynx"",""oropharynx"",""laryngopharynx""]}",,,,,,,,,,seed_needs_review
organ_oesophagus,organ,oesophagus,oesophagus,Speiseröhre,neck; thorax; abdomen,digestive,,anat1_week_12,tube from pharynx to stomach,oesophageal constrictions are sites where foreign bodies lodge,"{""constrictions"":[""pharyngoesophageal junction"",""aortic arch/left main bronchus"",""diaphragmatic hiatus""]}",,,,,,,,,,seed_needs_review
organ_duodenum,organ,duodenum,duodenum,Zwölffingerdarm,abdomen,digestive,organ_small_intestine,anat1_week_12,first part of small intestine; mostly retroperitoneal,duodenal ulcers may erode gastroduodenal artery,"{""parts"":[""superior"",""descending"",""horizontal"",""ascending""],""receives"":[""bile"",""pancreatic duct drainage""]}",,,,,,,,,,seed_needs_review
organ_jejunum,organ,jejunum,jejunum,Leerdarm,abdomen,digestive,organ_small_intestine,anat1_week_12,proximal intraperitoneal small intestine,,"{""blood_supply"":""superior mesenteric artery"",""features"":[""thicker wall"",""more plicae circulares""]}",,,,,,,,,,seed_needs_review
organ_ileum,organ,ileum,ileum,Krummdarm,abdomen,digestive,organ_small_intestine,anat1_week_12,distal intraperitoneal small intestine,,"{""blood_supply"":""superior mesenteric artery"",""features"":[""Peyer patches"",""more arterial arcades""]}",,,,,,,,,,seed_needs_review
organ_cecum,organ,caecum,caecum,Blinddarm,abdomen,digestive,organ_large_intestine,anat1_week_12,blind pouch at beginning of large intestine,,{},,,,,,,,,,seed_needs_review
organ_appendix,organ,vermiform appendix,appendix vermiformis,Wurmfortsatz,abdomen,digestive; lymphatic,organ_cecum,anat1_week_12,narrow lymphoid tube attached to caecum,appendicitis classically begins with periumbilical then right iliac fossa pain,"{""blood_supply"":""appendicular artery""}",,,,,,,,,,seed_needs_review
organ_colon_ascending,organ,ascending colon,colon ascendens,Colon ascendens,abdomen,digestive,organ_large_intestine,anat1_week_12,right-sided colon segment; usually secondarily retroperitoneal,,"{""blood_supply"":""superior mesenteric artery""}",,,,,,,,,,seed_needs_review
organ_colon_transverse,organ,transverse colon,colon transversum,Colon transversum,abdomen,digestive,organ_large_intestine,anat1_week_12,intraperitoneal colon segment suspended by transverse mesocolon,,"{""blood_supply"":""superior and inferior mesenteric territories""}",,,,,,,,,,seed_needs_review
organ_colon_descending,organ,descending colon,colon descendens,Colon descendens,abdomen,digestive,organ_large_intestine,anat1_week_12,left-sided colon segment; usually secondarily retroperitoneal,,"{""blood_supply"":""inferior mesenteric artery""}",,,,,,,,,,seed_needs_review
organ_colon_sigmoid,organ,sigmoid colon,colon sigmoideum,Sigma,pelvis; abdomen,digestive,organ_large_intestine,anat1_week_12,intraperitoneal S-shaped colon segment,sigmoid colon is common site of diverticula,"{""blood_supply"":""inferior mesenteric artery""}",,,,,,,,,,seed_needs_review
organ_rectum,organ,rectum,rectum,Mastdarm,pelvis,digestive,organ_large_intestine,anat1_week_12,terminal pelvic part of large intestine,rectal venous drainage is important in portocaval anastomoses,"{""venous_drainage"":[""portal and systemic connections""]}",,,,,,,,,,seed_needs_review
organ_gallbladder,organ,gallbladder,vesica biliaris,Gallenblase,abdomen,digestive,,anat1_week_13,stores and concentrates bile,gallstones may obstruct cystic duct or common bile duct,"{""parts"":[""fundus"",""body"",""neck""],""blood_supply"":""cystic artery""}",,,,,,,,,,seed_needs_review
organ_spleen,organ,spleen,splen,Milz,abdomen,lymphatic; cardiovascular,,anat1_week_13; anat2_week_05,lymphoid organ in left upper abdomen,splenic rupture can cause intraperitoneal hemorrhage,"{""blood_supply"":""splenic artery"",""relations"":[""stomach"",""left kidney"",""diaphragm"",""pancreatic tail""]}",,,,,,,,,,seed_needs_review
gland_suprarenal,endocrine_gland,suprarenal gland,glandula suprarenalis,Nebenniere,abdomen; retroperitoneum,endocrine,,anat2_week_13,endocrine gland superior to kidney,adrenal cortex and medulla have distinct embryology and hormones,"{""parts"":[""cortex"",""medulla""],""blood_supply"":[""superior"",""middle"",""inferior suprarenal arteries""]}",,,,,,,,,,seed_needs_review
organ_testis,organ,testis,testis,Hoden,male pelvis; scrotum,reproductive; endocrine,,anat2_week_01,male gonad producing sperm and testosterone,testicular torsion threatens blood supply,"{""blood_supply"":""testicular artery"",""drainage"":""pampiniform plexus""}",,,,,,,,,,seed_needs_review
organ_epididymis,organ,epididymis,epididymis,Nebenhoden,scrotum,reproductive,,anat2_week_01,duct system on posterior testis for sperm maturation,epididymitis causes posterior testicular pain,"{""parts"":[""head"",""body"",""tail""]}",,,,,,,,,,seed_needs_review
duct_ductus_deferens,duct,ductus deferens,ductus deferens,Samenleiter,male pelvis; spermatic cord,reproductive,,anat2_week_01,muscular duct carrying sperm from epididymis to ejaculatory duct,vasectomy interrupts ductus deferens,"{""course"":[""spermatic cord"",""inguinal canal"",""pelvis""]}",,,,,,,,,,seed_needs_review
