id,statement_en,statement_sk,true_or_false,reasoning_en,reasoning_sk
id_0355,mediators bind mainly on receptors of the subsynaptic membrane,,TRUE,,
id_0356,binding of neurotransmitters on receptors of subsynaptic membrane can result in opening of ligand -gated ion channels,,TRUE,,
id_0357,binding of neurotransmitters on receptors of subsynaptic membrane can result in activation ofG -protein (the 2nd messenger),,TRUE,,
id_0358,synaptic transmission results in opening of voltage -gated ion channels on the postsynaptic neuron,,FALSE,Incorrect because synaptic transmission primarily opens ligand-gated channels on the postsynaptic membrane.,
id_0359,neurotrans miters affect particularly membrane potencial of the postsynaptic neuron,,TRUE,,
id_0360,"neurotransmitters are eliminated from the synaptic cleft by diffusion, by re -uptake back to the presynaptic neuron, or they are metabolized (chemically deactivated)",,TRUE,,
id_0361,glutamate and glycine are typical excitatory neurotransmitters,,FALSE,Incorrect because glycine is typically inhibitory in the central nervous system.,
id_0362,GABA is akind of typical inhibitory neurotransmitter,,TRUE,,
id_0363,acetylcholine and glycine are typical excitatory neurotransmitters,,FALSE,Incorrect because glycine is inhibitory in most central synapses.,
id_0364,glutamate is akind of typical inhibitory neurotransmitter,,FALSE,Incorrect because glutamate is the principal excitatory neurotransmitter in the central nervous system.,
id_0365,GABA and glycine are typical inhibitory neurotransmitters,,TRUE,,
id_0366,Ca2+ is neurotransmitter of synaptic transmission from motor nerve fiber sto the muscle cells (at the neuromuscular junction),,FALSE,Incorrect because acetylcholine is the neurotransmitter at the neuromuscular junction; Ca²⁺ triggers its release but is not the transmitter.,
id_0367,Ca2+ is typical neurotransmitter of synaptic transmission in brain,,FALSE,"Incorrect because Ca²⁺ acts as an intracellular messenger and trigger for release, not as the synaptic neurotransmitter.",
id_0368,local electric event (e.g. the end plate potential) conforms to the “all or no thing “ law,,FALSE,Incorrect because end plate potentials are graded responses and their amplitude depends on stimulus intensity.,
id_0369,"local electric event (e.g. the depolarization during EPSP ) does not conform to the “all or no thing “ law, its magnitude depends on „stimulus intensity“",,TRUE,,
id_0370,one motor unit of skeletal muscle contracts due to activation of one motoneuron,,TRUE,,
id_0371,one motor unit of cardiac muscle contracts due to activation of one related motoneuron,,FALSE,Incorrect because cardiac muscle is not organized into motor units controlled by motoneurons; it has intrinsic pacemaker activity.,
id_0372,amplitude of action potential at skeletal muscle cells depends on the intensity of stimulus,,FALSE,Incorrect because action potential amplitude follows the all-or-none principle.,
id_0373,high concentratio nof Ca2+ in the sarcoplasm is required for transmission of action potential sfrom the nerve to the muscle,,FALSE,"Incorrect because Ca²⁺ release into sarcoplasm is required for contraction, not for transmission of the action potential itself.",
id_0374,high concentration of Ca2+ in the sarcoplasm is not required for transmission of action potentials from the nerve to the muscle,,TRUE,,
id_0375,myocardium can no tbe activated without special conductive nerve fibres at all,,FALSE,Incorrect because myocardium has intrinsic pacemaker activity and can be activated independently of external nerves.,
id_0376,"myocardium can be activated directly, e.g. by an electric impulse",,TRUE,,
id_0377,resting membrane potential of myocardial cells depends particularly on concentration gradient of Ca2+,,FALSE,Incorrect because resting membrane potential depends mainly onK⁺ gradient and permeability.,
id_0378,"the weaker the stim ulus, the lower the depolarization or hyperpolarization of irritable membranes (local graded responses)",,TRUE,,
id_0379,"the stronger (more vigorous) the stimulus, the higher the depolarization or hyperpolarization of irritable membranes (local gradual responses)",,TRUE,,
id_0380,"the stronger (more vigorous) the stimulus, the lower the depolarization or hyperpolarization of irritable membranes (local graded responses)",,FALSE,Incorrect because graded responses increase in magnitude with stronger stimulus.,
id_0381,duration of action potential in skeletal muscle cell and the cell of myocardium is similar and markedly shorter than action potential duration in smooth muscle cells,,FALSE,Incorrect because cardiac action potentials are markedly longer than skeletal muscle action potentials.,
id_0382,duration of action potential in skeletal muscle cell is usually markedly shorter than action potential duration in smooth muscle cell,,TRUE,,
id_0383,duration of action potential in skeletal muscle cell is usually marked ly shorter than action potential duration in cardiac muscle ce ll,,TRUE,,
id_0384,duration of action potential in skeletal muscle cell is usually markedly longer than action potential duration in smooth muscle cell,,FALSE,Incorrect because skeletal muscle action potentials are shorter than those in smooth muscle.,
id_0385,duration of action potential in skeletal muscle cell is usually markedly longer than action potential duration in cardiac muscle cell,,FALSE,Incorrect because cardiac muscle action potentials are longer than skeletal muscle action potentials.,
id_0386,Prepotential is akind of gradual hyperpolarization of cell membrane sof conductive heart system due to alterations in parmeability of channels within these membranes,,FALSE,"Incorrect because prepotential represents gradual depolarization, not hyperpolarization.",
id_0387,Prepo tential is akind of gradual depolarization of cell membrane sof conductive heart system due to alterations in parmeability of channels within these membranes,,TRUE,,
id_0388,Prepotential is gradual depolarization of cell membrane sof conductive heart system (particulal rly the Sinoatrial node) resulting in an occurence of action potential,,TRUE,,
id_0389,"conductive system of heart consists of Sinoatrial node (SA), Atrio -ventricular node (AV), Tawar bundle, left and right Hiss straps, and Purkyne fibres",,FALSE,Incorrect because the correct terminology is His bundle and Tawara branches.,
id_0390,"conductive system of heart con sists of Sinoatrial node (SA), Atrio -ventricular node (AV), Hiss bundle, left and right Tawar straps, and Purkyne fibres",,TRUE,,
id_0391,depolarization propagates from the Atrioventricular node (AV) to atrias and ventricles in healthy adult heart,,FALSE,"Incorrect because depolarization normally starts in the SA node, not the AV node.",
id_0392,depolarization propag ates from the Sinoatrial node (SA) to atrias and via conductive system also to ventricles in healthy adult heart 6) Muscle,,TRUE,,
id_0393,an individual action potential of muscle cell evokes one shortlasting contraction – “single muscle twitch“,,TRUE,,
id_0394,several action poten tials of muscle cell during ashort period of time are required to evoke one shortlasting contraction – “single muscle twitch“,,FALSE,Incorrect because asingle action potential can evoke asingle twitch in skeletal muscle.,
id_0395,temporal summation of muscle contraction always results in its isotonic contraction,,FALSE,Incorrect because temporal summation can result in either isotonic or isometric contraction depending on load conditions.,
id_0396,temporal summation of muscle contraction always results in its iso metric contraction,,FALSE,"Incorrect because contraction type depends on load and muscle conditions, not summation itself.",
id_0397,incomplete (unfused) tetanus always results in iso metric contraction of the muscle,,FALSE,"Incorrect because contraction type (isometric or isotonic) depends on load conditions, not on whether tetanus is fused or unfused.",
id_0398,incomplete (unfused) tetanus always results in iso tonic contraction of the muscle,,FALSE,Incorrect because incomplete tetanus may be either isometric or isotonic depending on external load.,
id_0399,recruitment of additional motor units res ults in strengthening of muscle contraction,,TRUE,,
id_0400,recruitment of additional motor units results in contraction of additional muscle cells,,TRUE,,
id_0401,"lower frequency of skeleton muscle stimulation results in “wave“ incomplete (unfused) tetanus, higher frequency of stimu lation results in“smooth“ complete (fused) tetanus",,TRUE,,
id_0402,"lower frequency of skeleton muscle stimulation results in “smooth“ complete (fused) tetanus, higher frequency of stimulation results in “wave“ incomplete (unfused) tetanus",,FALSE,"Incorrect because low stimulation frequency produces unfused tetanus, while high frequency produces fused tetanus.",
id_0403,"superposition and summation of skeleton muscle twitches (possibly resulting in tetanus) are produced by two or more stimuli, which closely follow each other",,TRUE,,
id_0404,superposition and summation of skeleton muscle twitches (possibly resulting in tetanus) are produced by spatial summation of stimuli from several motoneurons,,FALSE,Incorrect because tetanus results from temporal summation due to repeated stimulation of the same motor unit.,
id_0405,muscle cells respond to stimulation by action potentials,,TRUE,,
id_0406,muscle cells respond to stimulation by contraction,,TRUE,,
id_0407,action potentials of muscle cell sactivate biochemical processes leading to the muscle contraction,,TRUE,,
id_0408,action potentials of muscle cell sdo not lead to muscle contraction,,FALSE,Incorrect because muscle action potentials trigger Ca2+ release which initiates contraction.,
id_0409,motor units of skeletal muscles are determined by the number of myofibrils within the muscle fiber,,FALSE,Incorrect because amotor unit is defined by one motoneuron and all muscle fibers it innervates.,
id_0410,motor units of skeletal muscles are determined by the number of sarcomeres within the muscle fiber,,FALSE,"Incorrect because motor units depend on neural innervation, not sarcomere number.",
id_0411,motor units of skelet al muscles are determined by the number of muscle fiber sthat are innervated by the particular motoneuron,,TRUE,,
id_0412,refractory periods of skeletal and cardiac muscles are short (sompared to that for smooth muscle),,FALSE,Incorrect because cardiac muscle has along refractory period.,
id_0413,refractory periods of smooth and cardiac muscles are short (compared to that for skeletal muscle),,FALSE,Incorrect because skeletal muscle has the shortest refractory period.,
id_0414,refractory periods of skeletal muscle are short (compared to those for cardiac and smooth muscles),,TRUE,,
id_0415,action potentials (depolarization) of muscle cell release Ca2+ into the intracellular space,,TRUE,,
id_0416,action potentials (depolarization) of muscle cell release Ca2+ from the sarcoplasmic reticulum into the cell,,TRUE,,
id_0417,action potentials (depolarization) of muscle cell release Ca2+ from the sarcoplasmic reticulum into the extracellular space (out of cells),,FALSE,"Incorrect because Ca2+ is released into the cytoplasm from sarcoplasmic reticulum, not outside the cell.",
id_0418,action potentials (depolarization) of muscle cell releases ATP from the sarcoplasmic reticulum into the cell,,FALSE,Incorrect because ATP is not released from the sarcoplasmic reticulum; Ca2+ is released.,
id_0419,action potentials (depolarization) of muscle cell releases ATP from the sarcoplasmic reticulum into the extracellular space (out of cells),,FALSE,Incorrect because ATP is not released from the sarcoplasmic reticulum during action potentials.,
id_0420,"Ca2+ being required for muscle contraction, is stored within the sarcoplasmic reticulum and tubular system",,TRUE,,
id_0421,Ca2+ has to be pumped out of the intracellular space into the sarcoplasmic reticulum and tubular system in order to contract the muscle,,FALSE,Incorrect because Ca2+ release into cytoplasm initiates contraction; pumping it back terminates contraction.,
id_0422,Ca2+ is actively transported (from intracellular space) in to the sarcoplasmatic reticulum and tubular system by Ca2+ pump,,TRUE,,
id_0423,the sarcoplasmic reticulum and tubular system release Ca2+ only after hyperpolarization of these structures,,FALSE,"Incorrect because Ca2+ release follows depolarization, not hyperpolarization.",
id_0424,the sarcoplasmi creticulum and tubular system release Ca2+ only after depolarization of these structures,,TRUE,,
id_0425,ATP molecules are required for Actin and Troponin molecules to „wedge“ into each other (contraction),,FALSE,"Incorrect because contraction results from interaction of actin and myosin; ATP binds to myosin heads, not troponin wedging.",
id_0426,generally Ca2+ are required for contraction of muscle cell,,TRUE,,
id_0427,Ca2+ is an activator of muscle contraction by means of its interaction with Troponin (resulting in exposed binding spots of contraction elements),,TRUE,,
id_0428,Ca2+ is an activator of muscle contraction by means of its interaction with Actin (resulting in altered conf ormation of Actinomyosin),,FALSE,"Incorrect because Ca2+ binds to troponin, not directly to actin.",
id_0429,Na+ is not an activator of muscle contraction,,TRUE,,
id_0430,K+ is an activator of muscle contraction by means of its interaction with Troponin (resulting in exposed binding spots of contraction elements),,FALSE,"Incorrect because Ca2+, notK+, activates contraction via troponin.",
id_0431,termination of muscle contraction is provided by depletion of ATP,,FALSE,Incorrect because ATP depletion causes rigor; relaxation requires Ca2+ removal.,
id_0432,termination of muscle contraction is provided by „draining“ (pumping out) Ca2+ from the intracellular space,,TRUE,,
id_0433,ATP -dependent „pump“ Ca2+ ATP -ase „pumps“ Ca2+ into the sarcoplasmic reticulum resulting in rigor mortis,,FALSE,"Incorrect because rigor mortis results from ATP depletion, not from Ca2+ pumping.",
id_0434,so called “plateau“ of cardiac action potentials is caused mainly by Ca2+ influx,,TRUE,,
id_0435,so called “plateau“ of cardiac action potentials is caused mainly by Ca2+ efflux,,FALSE,Incorrect because plateau phase is due mainly to Ca2+ influx throughL-type channels.,
id_0436,contraction of heart requires rapid increase of Ca2+ concentration in the sarcoplasm,,TRUE,,
id_0437,contrac tion of heart does not require rapid increase of Ca2+ concentration in the sarcoplasm,,FALSE,Incorrect because cardiac contraction depends on increased intracellular Ca2+ concentration.,
id_0438,myofibrils are randomly arranged in muscle fibre,,FALSE,Incorrect because myofibrils are highly organized in parallel alignment.,
id_0439,myofibrils contain in series aligned (arranged) sarcomeres,,TRUE,,
id_0440,myofibril scontain contractile proteins Actin and Trop onin,,FALSE,Incorrect because main contractile proteins are actin and myosin; troponin is regulatory.,
id_0441,myofibrils contain contractile proteins Actin and Myosin,,TRUE,,
id_0442,during skeletal muscle contraction the „heads“ of Troponin molecules shift Actin filaments,,FALSE,Incorrect because myosin heads pull actin filaments; troponin is regulatory.,
id_0443,interaction of Myosin and Troponin results in muscle contraction,,FALSE,Incorrect because contraction results from interaction between myosin and actin.,
id_0444,interaction of Myosin and Actin results in muscle contraction,,TRUE,,
id_0445,myocardium (the heart muscle ) is not cross stripped,,FALSE,Incorrect because cardiac muscle is striated.,
id_0446,myocardium (the heart muscle) is cross stripped,,TRUE,,
id_0447,"smooth muscle is not cross stripped, its contraction is slower and longer lasting comparing with skeletal muscle",,TRUE,,
id_0448,"cardiac muscle is not cross stripped, its contraction is slower and longer lasting comparing with skeletal muscle",,FALSE,Incorrect because cardiac muscle is striated.,
id_0449,"skeletal and smooth muscles are primarily controlled by the nerve system, but neura lcontrol does not participate in the function of cardiac muscle",,FALSE,Incorrect because cardiac muscle is modulated by autonomic nervous system.,
id_0450,neural control participates in regulation of cardiac and smooth muscles,,TRUE,,
id_0451,neural control participates in regulation of cardiac and skeletal muscles,,TRUE,,
id_0452,neural control does not participate in regulation of cardiac and smooth muscles,,FALSE,Incorrect because autonomic nerves regulate both cardiac and smooth muscles.,
id_0453,"cardiac muscle is not controled voluntarily, but skeletal and smooth muscles are under the voluntary control",,FALSE,Incorrect because smooth muscle is not under voluntary control.,
id_0454,cardiac and skeletal muscles are completely out of voluntary control,,FALSE,Incorrect because skeletal muscle is under voluntary control.,
id_0455,smooth and skeletal muscles are completely out of voluntary control,,FALSE,Incorrect because skeletal muscle is voluntary.,
id_0456,cardiac and smooth muscles are out of voluntary control,,TRUE,,
id_0457,"cells of cardiac muscle are jointed with Intercalar discs , which enhance synchronization (and speed ) of heart contraction",,TRUE,,
id_0458,"cells of cardiac muscle are not jointed with Intercalar discs , which would slow down heart con traction",,FALSE,Incorrect because cardiac cells are connected by intercalated discs.,
id_0459,cardiac and skeletal muscles are simillar each other because they content Intercalar discs,,FALSE,Incorrect because only cardiac muscle contains intercalated discs.,
id_0460,cardiac and smooth muscles usually work as aSyncytium (coordinated network of cells),,TRUE,,
id_0461,"cells of smooth muscles are jointed with the „gap junction“ typ eof interconnections, which allow spreading of action potentials and spreading of contraction from one cell to another",,TRUE,,
id_0462,"cells of skeletal muscles are jointed with the „gap junction“ type of interconnections, which allow spreading of action potentials and spreading of contraction from one cell to another 7) Respiration",,FALSE,Incorrect because skeletal muscle fibers are individually innervated and not connected by gap junctions.,
id_0463,"amount of gas dissolved in liquid is directly proportional to the partial pressure of this gas, and its coefficient of solubility ( the Henry law)",,TRUE,,
id_0464,"amount of gas dissolved in liquid is inversely proportional to the partial pressure of this gas, and its coefficient of solubility ( the Henry law)",,FALSE,"Incorrect because according to Henry’slaw, dissolved amount is directly proportional to partial pressure.",
id_0465,"the higher the partial pressure of the gas over the liquid, the higher the amount of this gas dissolved in the liquid",,TRUE,,
id_0466,the amount of O₂ dissolve din 1 lof blood can never exceed 3 ml,,FALSE,Incorrect because dissolved oxygen amount depends on partial pressure and can exceed that value under high pressure conditions.,
id_0467,the amount of O₂ dissolved in 1 lof blood can exceed 3 ml,,TRUE,,
id_0468,the amount of CO₂ dissolved (physically) in blood is several fold higher than the amount of oxygen in spite of lower partial pressure of CO₂,,TRUE,,
id_0469,the amount of O₂ dissolved (physically) in blood is several fold higher than the amount of CO₂ due to higher partial pressure of CO₂,,FALSE,Incorrect because CO₂ is more soluble than O₂ in blood.,
id_0470,coefficient of CO₂ solubility in blood is several times higher than the coefficient for O₂,,TRUE,,
id_0471,coefficient of CO₂ solubility in blood is several times lower than the coefficient for O₂,,FALSE,Incorrect because CO₂ has higher solubility than O₂ in blood.,
id_0472,majority of oxygen in blood is transported „chemically“ bound to haemoglobin,,TRUE,,
id_0473,majority of oxygen in blood is transported „physically“ dissolved in plasma,,FALSE,Incorrect because most oxygen is bound to hemoglobin.,
id_0474,majority of CO₂ does not create chemical co mpounds in blood,,FALSE,Incorrect because most CO₂ forms bicarbonate and carbamino compounds in blood.,
id_0475,diffusion can completely compensate oxygen supply to tissues during significantly reduced perfusion of lung tissue,,FALSE,Incorrect because adequate oxygen delivery requires both diffusion and sufficient perfusion; diffusion alone cannot compensate for markedly reduced pulmonary blood flow.,
id_0476,oxygen is transported by blood „physically “ dissolved in blood (plasma) and also „chemically“ bound to haemoglobin,,TRUE,,
id_0477,oxygen is transported by blood exclusively as „physically“ dissolved,,FALSE,Incorrect because the majority of oxygen is transported chemically bound to haemoglobin.,
id_0478,oxygen is transported by blood exclusively as „chemically“ bound to haemoglobin,,FALSE,Incorrect because asmall but physiologically important fraction of oxygen is transported dissolved in plasma.,
id_0479,pulmonary surfactant lowers surface tension between the air and the liquid in alveoli,,TRUE,,
id_0480,pulmonary surfacta nt raises the surface tension between the air and the liquid in alveoli,,FALSE,Incorrect because surfactant reduces surface tension to prevent alveolar collapse.,
id_0481,total pressure of gas mixture (gases do not chemically interact) equals to the sum of partial pressures of the mixture components (the Dalton law),,TRUE,,
id_0482,total volume of gas mixture is expressed by the Dalton law,,FALSE,"Incorrect because Dalton’slaw concerns total pressure, not total volume.",
id_0483,total temperature of gas mixture is expressed by the Dalton law,,FALSE,"Incorrect because Dalton’slaw relates to pressure summation, not temperature.",
id_0484,"percentage and volume fraction of O₂, CO₂, N2 in the alveolar air is not reduced by the presence of water vapours (comparing with atmosphere)",,FALSE,Incorrect because water vapour in alveolar air reduces the fractional concentrations of other gases.,
id_0485,"percentage an dvolume fraction of O₂, CO₂, N2 in the alveolar air is affected by the presence of water vapours (comparing with atmosphere)",,TRUE,,
id_0486,partial pressure of oxygen in alveol iapproximately equals to the partial pressure of oxygen at venous end of pulmonary capillar ies,,FALSE,Incorrect because alveolar PO₂ is higher than venous PO₂ to allow diffusion into blood.,
id_0487,pressure gradient of oxygen diffusion in lungs is approximately 8 kPa,,TRUE,,
id_0488,pressure gradient of oxygen diffusion in lungs is approximately 8 torr,,FALSE,Incorrect because 8 torr is far smaller than the physiological oxygen diffusion gradient (~8 kPa ≈ 60 mmHg).,
id_0489,pressure gradient of CO₂ diffusion in lungs is approximately 0.8 kPa,,TRUE,,
id_0490,pressure gradient of CO₂ diffusion in lungs is approximately 0.8 torr,,FALSE,Incorrect because 0.8 torr is much smaller than the normal CO₂ diffusion gradient (~0.8 kPa ≈ 6 mmHg).,
id_0491,partial pressure of CO₂ in alveol iis during normal breathing approximately 0.53 kPa (4 mmHg),,TRUE,,
id_0492,partial pressure of CO₂ in venous blood is during normal breathing approximately 0.53 kPa (4 mmHg),,FALSE,Incorrect because venous PCO₂ is higher (≈6 kPa or 46 mmHg).,
id_0493,partial pressure of oxygen in arterial blood is lower than that in the atmosphere or in the air within the airways,,TRUE,,
id_0494,partial pressure of oxygen in venous blood is lower than that in the atmosphere or in the air within the airways,,TRUE,,
id_0495,partial pressure of oxygen in respiratory sys tem does not change,,FALSE,Incorrect because oxygen partial pressure progressively decreases from atmosphere to alveoli to tissues.,
id_0496,partial pressure of oxygen in arterial blood equals to partial pressure of carbon dioxide in the atmosphere,,FALSE,Incorrect because arterial PO₂ (~13 kPa) does not equal atmospheric PCO₂ (~0.04 kPa).,
id_0497,oxygen diffuses through alveolocapillary membrane from pulmonary alveol iinto pulmonary capillaries because partial pressure of the air in alveol iis higher than its pressure in venous blood,,TRUE,,
id_0498,carbon dioxide diffuses through alveolocapillary membrane from pulmonary capillaries into pulmonary alveol ibecause partial pressure of carbon monooxide is higher in pulmonary capillaries,,FALSE,"Incorrect because CO₂ diffuses due to higher partial pressure of CO₂ in capillaries, not carbon monoxide.",
id_0499,"partial pressures ofN 2, O₂, and CO₂ can be calculated according to the Dalton law",,TRUE,,
id_0500,difusion of oxygen from pulmonary alveol ito pulmonary capillaries through alveolocapillary membrane does not depend on the thickness of this membrane,,FALSE,Incorrect because diffusion rate depends inversely on membrane thickness (Fick’slaw).,
id_0501,difusion of oxygen from pulmonary alveol ito pulmonary capillaries through alveolocapillary membrane depends on the thickness of this membrane,,TRUE,,
id_0502,oxygen is transported between lungs and tissues by the respiratory system,,TRUE,,
id_0503,difusion of CO₂ in lungs is facilitated by reve rse difusion of oxygen in lungs ( the Dalton law),,FALSE,"Incorrect because diffusion of each gas depends on its own partial pressure gradient, not on reverse diffusion of another gas.",
id_0504,difusion of CO₂ in lungs does not depend on the difusion of oxygen in lungs,,TRUE,,
id_0505,difusion of oxygen in lungs does not depend on the difusion of CO₂ in lungs,,TRUE,,
id_0506,"internal respiration (at cellular level) involves difusion, perfusion, and distribution",,TRUE,,
id_0507,"internal respiration (at cellular level) requires proper functions of external respiration, heart, and blood vessels",,TRUE,,
id_0508,quiet respiration in adults supplies the body with approximately 2500 ml of O₂ and releases from the body approximately 2000 ml of CO₂ every minute,,FALSE,Incorrect because normal oxygen consumption is about 250 ml/min and CO₂ production about 200 ml/min.,
id_0509,quiet respiration in adults supplies the body with approximately 250 ml of O₂ and releases from the body approximately 200 ml of CO₂ every minute,,TRUE,,
id_0510,"external respiration involves ventilation, distribution, diffusion, and perfusion",,TRUE,,
id_0511,"external respiration involves 3 processes: ventilation, distribution, and diffusion",,FALSE,Incorrect because perfusion is also part of external respiration.,
id_0512,external respiration is performed exclusively by lungs,,FALSE,Incorrect because it involves lungs and pulmonary circulation.,
id_0513,external respiration is not performed exclusively by lungs,,TRUE,,
id_0514,"diffusion of O₂ and CO₂ follows their pressure gradients at alveolocapillary membrane, at walls of blood capillaries, and at cell membranes of tissues",,TRUE,,
id_0515,difusion coefficient of CO₂ is approximately 20 times lower than difusion coefficient of O₂,,FALSE,Incorrect because CO₂ diffuses about 20 times more readily than O₂.,
id_0516,difusion coefficient of O₂ is approximately 20 times lower than difusion coefficient of CO₂ 8) Ventil ation,,TRUE,,
id_0517,the air flows into lungs during inspiration due to positive intrathoracic pressure produced by respiratory muscles,,FALSE,Incorrect because inspiration requires negative intrathoracic pressure relative to atmosphere.,
id_0518,the air flows into lungs during inspiration due to negat ive intrathoracic pressure (compared to the atmospheric pressure) produced by respiratory muscles,,TRUE,,
id_0519,intrapulmonary pressure has to be lower than the atmospheric pressure in order to accomplish inspiration,,TRUE,,
id_0520,intrapulmonary pressure has to be higher than the atmospheric pressure in order to accomplish inspiration,,FALSE,"Incorrect because higher pressure would cause expiration, not inspiration.",
id_0521,expiratory airflow in the airways is not produced by the pressure difference,,FALSE,Incorrect because airflow always depends on pressure gradients.,
id_0522,expiratory airflow in the airways is produced by the pressure difference,,TRUE,,
id_0523,during quiet breathing both pleural and int rapulmonary pressures are always negative (compared to atmospheric pressure),,FALSE,Incorrect because intrapulmonary pressure alternates around atmospheric pressure.,
id_0524,during quiet breathing both pleural and intrapulmonary pressures are always positive (compared to atmospheric pressure),,FALSE,Incorrect because pleural pressure is normally negative.,
id_0525,during quiet breathing pleural pressure is always negat ive and intrapulmonary pressure is always positive (compared to atmospheric pressure),,FALSE,Incorrect because intrapulmonary pressure alternates slightly above and below atmospheric pressure.,
id_0526,during quiet breathing pleural pressure is always positive and intrapulmonary pressure is always negative (compared to atmospheric pressure),,FALSE,Incorrect because pleural pressure is negative during quiet breathing.,
id_0527,pleural pressure during quiet breathing is always negative (compared to atmospheric pressure),,TRUE,,
id_0528,pleural pressure during quiet breathing is always positive (compared to atmospheric pressure),,FALSE,Incorrect because pleural pressure remains negative in normal quiet breathing.,
id_0529,pleural pressure reaches -1 kPa at the end of quiet expiration,,TRUE,,
id_0530,pleural pressure does no treach -1 kPa at the end of quiet expiration,,FALSE,Incorrect because pleural pressure is approximately -1 kPa at end-expiration.,
id_0531,"during forceful inspiration and expiration, pleural and intrapulmonary pressures are alternately negative and positive (compared to atmospheric pressure)",,TRUE,,
id_0532,intrapulmonary pressure decreases during the course of expiration,,FALSE,Incorrect because intrapulmonary pressure increases during expiration.,
id_0533,intrapulmonary pressure increases during inspiratory -expiratory transition,,TRUE,,
id_0534,pleural pressure is higher than the atmospheric pressure at the beginning of inspiration,,FALSE,Incorrect because pleural pressure is negative relative to atmospheric pressure.,
id_0535,"during inspiration, negative intrapulmonary pressure leads to the positi ve value of pleural pressure",,FALSE,Incorrect because pleural pressure remains negative during inspiration.,
id_0536,quiet expiration is performed by elatic recoil of lungs and chest and by apassive shift of the diaphragm upwards,,TRUE,,
id_0537,quiet (eupneic) inspiration and expiration are performed by contraction of the diaphragm and abdominal musc les,,FALSE,Incorrect because quiet expiration is passive and does not require abdominal muscle contraction.,
id_0538,during inspiration the diaphragm is actively moving downwards,,TRUE,,
id_0539,airflow within the airways is measured inl / min (possibly in ml / s),,TRUE,,
id_0540,airflow within the airways is not measured inl (possibly in ml),,TRUE,,
id_0541,tidal volume is not measured inl / min (possibly in ml / s),,TRUE,,
id_0542,tidal volume is measured inl (possibly in ml),,TRUE,,
id_0543,inspiratory air volume depends on inspiratory airflow and the duration of inspiration,,TRUE,,
id_0544,inspiratory air volume depends on inspiratory airflow,,TRUE,,
id_0545,inspiratory air volume depends on the dura tion of inspiration,,TRUE,,
id_0546,ventilation is performed by rhythmic activation and relaxation of smooth muscles,,FALSE,Incorrect because ventilation depends mainly on striated respiratory muscles.,
id_0547,ventilation is performed by rhythmic activation and relaxation of striated muscles,,TRUE,,
id_0548,"during inspiration, volume of the chest decreases and volume of th elungs increases",,FALSE,Incorrect because both chest and lung volumes increase during inspiration.,
id_0549,"during expiration , volume of the chest decreases and volume of the lungs increases",,FALSE,Incorrect because both chest and lung volumes decrease during expiration.,
id_0550,the most important inspiratory muscle is musculus intercostales externi,,FALSE,Incorrect because the diaphragm is the primary and most important inspiratory muscle.,
id_0551,the most important inspiratory muscle is the diaphragm,,TRUE,,
id_0552,distribution is repr esented particularly by mixing of inhaled air with the air which remained in the airways and the lungs after expiration,,TRUE,,
id_0553,quiet expiration is produced by contraction of abdominal muscles,,FALSE,Incorrect because quiet expiration is passive and mainly due to elastic recoil.,
id_0554,"during forceful expiration, abdominal muscles usually contract",,TRUE,,
id_0555,transition from inspiration to expiration is initiated (generated) by neurons in the brain,,TRUE,,
id_0556,spontaneous breathing is possible without action of neuron sin the brain,,FALSE,Incorrect because breathing rhythm is generated by respiratory centers in the brainstem.,
id_0557,airflow in the airways is affected also by lung compliance and airway resistance,,TRUE,,
id_0558,airflow in the airways is not affected by lung compliance at all,,FALSE,Incorrect because lung compliance influences volume changes and airflow dynamics.,
id_0559,airflow in the airways is not affected by airway resistance,,FALSE,Incorrect because airflow is inversely related to airway resistance.,
id_0560,the Paralelogram illustrates function of the diaphragm and abdominal muscles,,FALSE,Incorrect because the parallelogram model illustrates intercostal muscle function.,
id_0561,the Paralelogram illustrates respiratory function of intercostal muscles,,TRUE,,
id_0562,the Hering model of breathing illustrates also effects of high negative and positive pressures on filling of large veins in the chest,,TRUE,,
id_0563,bronchoconstriction (e.g. in asthma bronchiale) makes breathing more difficult because of lower compliance of lungs,,FALSE,"Incorrect because bronchoconstriction increases airway resistance, not primarily lowers compliance.",
id_0564,bronchoconstriction (e.g. in asthma bronchiale) makes breathing easier because of lower compliance of lungs,,FALSE,Incorrect because bronchoconstriction increases resistance and makes breathing harder.,
id_0565,bronchoconstriction (e.g. in asthma bronchiale) makes breathing more difficult because of lower airways resistance,,FALSE,Incorrect because bronchoconstriction increases airway resistance.,
id_0566,bronchoc onstriction (e.g. in asthma bronchiale) makes breathing more difficult because of higher airways resistance,,TRUE,,
id_0567,lung compliance is expressed in kPa / N,,FALSE,Incorrect because lung compliance is expressed as volume change per pressure change (e.g. l/kPa).,
id_0568,lung compliance is expressed inl / kPa,,TRUE,,
id_0569,anatomical dea dspace is approximately 250 ml in healthy adu lts,,FALSE,Incorrect because anatomical dead space in adults is approximately 150 ml.,
id_0570,anatomica ldea dspace is approximately 150 ml in healthy adults,,TRUE,,
id_0571,anatomica ldea dspace is not approximately 350 ml in healthy adults,,TRUE,,
id_0572,anatomical dea dspace is the volume of inhaled air that does not reach alveols during inspiration,,TRUE,,
